customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
2425-['D' 'F' 'H' 'A' 'R'];Female;1;Yes;No;42;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;Two year;Yes;Electronic check;102,55;4293,87;No
8530-['G' 'X' 'W' 'T' 'S'];Male;0;Yes;No;17;Yes;No;Fiber optic;No internet service;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);78,14;1329,99;No
2286-['Z' 'K' 'I' 'N' 'G'];Male;0;No;Yes;6;Yes;Yes;Fiber optic;No;No;No;No;No internet service;No;Month-to-month;No;Bank transfer (automatic);22,06;112,96;No
8838-['W' 'B' 'Z' 'C' 'Q'];Male;0;Yes;No;65;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);78,87;5129,19;No
6492-['V' 'G' 'T' 'R' 'Q'];Male;0;Yes;No;38;Yes;Yes;Fiber optic;No internet service;Yes;No;Yes;Yes;No;Two year;No;Mailed check;72,45;2751,47;No
6036-['H' 'K' 'J' 'W' 'B'];Female;0;No;Yes;67;No;No phone service;Fiber optic;Yes;No;No;No;No;No internet service;One year;Yes;Bank transfer (automatic);29,27;1965,96;Yes
6861-['V' 'T' 'F' 'T' 'M'];Female;0;Yes;Yes;57;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Two year;Yes;Mailed check;61,87;3523,06;No
1663-['G' 'X' 'I' 'R' 'N'];Male;1;No;No;29;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);112,93;3280,66;No
7111-['V' 'T' 'R' 'I' 'K'];Female;0;No;No;54;Yes;Yes;DSL;No;No;No;No internet service;No internet service;Yes;Month-to-month;Yes;Credit card (automatic);50,74;2756,56;Yes
2011-['M' 'R' 'M' 'Q' 'C'];Male;0;No;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;102,44;708,84;No
5321-['R' 'S' 'U' 'K' 'V'];Female;0;Yes;No;63;Yes;No;DSL;No;No;No internet service;Yes;Yes;No internet service;Month-to-month;No;Bank transfer (automatic);99,35;6253,83;No
3912-['N' 'K' 'E' 'V' 'Q'];Male;0;Yes;No;31;Yes;Yes;Fiber optic;No;No;No;No;No;No;One year;Yes;Mailed check;46,12;1425,88;Yes
1869-['F' 'J' 'M' 'N' 'Y'];Female;0;Yes;Yes;56;Yes;Yes;Fiber optic;No;Yes;No internet service;Yes;Yes;No;Two year;Yes;Electronic check;113,57;6367,66;No
6553-['R' 'Z' 'Y' 'D' 'M'];Male;0;No;No;26;Yes;No;Fiber optic;No;No;No;No internet service;Yes;No;Two year;Yes;Mailed check;71,41;1857,55;No
4539-['F' 'R' 'R' 'B' 'I'];Male;0;Yes;No;42;Yes;Yes;DSL;Yes;No;Yes;No;No;No internet service;One year;Yes;Bank transfer (automatic);94,77;3984,36;No
8260-['K' 'R' 'H' 'Z' 'A'];Male;1;Yes;No;26;Yes;No;DSL;No;No;No internet service;No;No internet service;No;One year;Yes;Electronic check;116,51;3028,2;No
2207-['Q' 'K' 'S' 'T' 'T'];Male;0;Yes;No;65;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);88,93;5795,12;No
1453-['Z' 'A' 'V' 'N' 'F'];Male;0;No;No;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;40,32;792,46;Yes
2328-['T' 'Q' 'F' 'Q' 'O'];Male;0;No;Yes;59;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;60,78;3607,59;No
1767-['I' 'G' 'M' 'O' 'C'];Male;0;No;No;28;Yes;Yes;DSL;No;Yes;Yes;No;No;No;Two year;No;Electronic check;87,88;2455,98;No
9467-['A' 'G' 'P' 'G' 'U'];Female;0;No;No;30;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Two year;No;Electronic check;43,4;1286,86;No
2736-['C' 'N' 'Q' 'T' 'K'];Female;1;Yes;Yes;19;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20,36;384,15;Yes
3252-['I' 'D' 'F' 'Y' 'V'];Male;0;Yes;Yes;20;Yes;No;DSL;Yes;No;Yes;Yes;No;No internet service;Month-to-month;Yes;Electronic check;36,76;737,04;Yes
5090-['M' 'Z' 'Z' 'L' 'J'];Male;0;Yes;No;51;Yes;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;30,53;1547,12;Yes
8238-['C' 'H' 'Q' 'H' 'U'];Male;0;No;Yes;65;Yes;No;DSL;No;No internet service;No;No;Yes;Yes;Month-to-month;No;Credit card (automatic);56,09;3637,87;Yes
9729-['M' 'E' 'S' 'P' 'G'];Female;0;Yes;No;45;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;54,37;2444,29;Yes
5609-['V' 'O' 'V' 'X' 'H'];Male;0;Yes;No;60;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);35,6;2126,51;Yes
9486-['T' 'G' 'Y' 'H' 'I'];Male;0;No;Yes;18;Yes;Yes;DSL;No;Yes;Yes;No;No;No;One year;No;Credit card (automatic);52,74;949,14;No
1538-['N' 'B' 'K' 'K' 'K'];Female;0;Yes;No;48;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Electronic check;82,29;3960,08;No
5532-['P' 'Q' 'C' 'U' 'P'];Female;0;No;No;72;No;No phone service;DSL;No internet service;No;No;Yes;No internet service;No;Month-to-month;Yes;Bank transfer (automatic);50,54;3639,67;Yes
7303-['Y' 'P' 'B' 'L' 'U'];Male;0;Yes;Yes;51;Yes;No;DSL;No;No;No;No;Yes;Yes;One year;No;Credit card (automatic);109,88;5606,27;No
2769-['G' 'R' 'X' 'W' 'C'];Female;0;No;Yes;25;Yes;Yes;Fiber optic;No internet service;Yes;No;No;Yes;No internet service;Two year;No;Credit card (automatic);59,21;1471,15;Yes
4501-['O' 'U' 'W' 'O' 'I'];Female;0;Yes;No;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);57,75;1668,54;No
6667-['U' 'G' 'R' 'B' 'V'];Female;0;Yes;No;41;Yes;No;Fiber optic;No internet service;No;No internet service;No;No;Yes;One year;No;Mailed check;35,46;1469,05;Yes
3678-['C' 'A' 'H' 'S' 'W'];Female;1;No;Yes;36;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);45,33;1637,44;No
3906-['I' 'X' 'S' 'I' 'N'];Female;0;Yes;No;38;Yes;No phone service;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;40,44;1530,21;No
1186-['U' 'W' 'Z' 'R' 'E'];Male;0;No;Yes;11;Yes;Yes;DSL;No internet service;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;55,36;602,91;Yes
7650-['Q' 'A' 'Z' 'U' 'D'];Female;0;No;Yes;49;Yes;No phone service;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;Yes;Credit card (automatic);65,15;3190,79;Yes
6854-['B' 'S' 'W' 'X' 'L'];Male;0;Yes;No;43;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;93,37;4012,11;No
2488-['D' 'D' 'F' 'C' 'O'];Female;0;No;No;49;Yes;No;DSL;No;Yes;Yes;No;No;Yes;One year;Yes;Electronic check;66,61;3277,02;No
4871-['W' 'J' 'D' 'N' 'K'];Female;0;No;No;48;Yes;Yes;DSL;No;No;No internet service;Yes;No;No;Month-to-month;No;Credit card (automatic);62,86;3012,64;No
8288-['Z' 'L' 'H' 'Z' 'R'];Male;0;No;Yes;18;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);53,02;961,53;No
2397-['Q' 'L' 'X' 'V' 'U'];Female;0;No;No;44;Yes;No;Fiber optic;No internet service;Yes;Yes;Yes;No;Yes;One year;Yes;Mailed check;86,06;3784,32;No
6006-['Y' 'V' 'T' 'V' 'W'];Male;1;Yes;No;72;Yes;No phone service;DSL;No;No;Yes;No internet service;No;No internet service;Month-to-month;Yes;Bank transfer (automatic);41,35;2979,03;Yes
5950-['U' 'O' 'Y' 'D' 'N'];Female;0;No;No;15;Yes;No;DSL;No;Yes;No;No internet service;No;No;Month-to-month;Yes;Bank transfer (automatic);101,83;1521,75;No
1566-['L' 'V' 'C' 'U' 'E'];Female;1;No;No;14;Yes;Yes;Fiber optic;No;No internet service;No internet service;Yes;No;No internet service;Month-to-month;Yes;Bank transfer (automatic);28,05;396,21;No
6921-['U' 'O' 'C' 'U' 'F'];Male;0;No;No;10;Yes;No;Fiber optic;No;No internet service;Yes;No;No;No;One year;Yes;Electronic check;31,42;315,81;Yes
2960-['K' 'S' 'N' 'D' 'X'];Male;0;No;Yes;11;Yes;No;Fiber optic;No;No;No internet service;No;Yes;No;Month-to-month;Yes;Credit card (automatic);94,54;1039,86;No
3850-['Y' 'C' 'F' 'A' 'Z'];Male;0;Yes;Yes;46;Yes;No phone service;Fiber optic;Yes;No;No;No;Yes;No;One year;No;Bank transfer (automatic);91,35;4217,45;Yes
9340-['H' 'P' 'Y' 'W' 'Y'];Male;0;No;No;8;Yes;No;Fiber optic;Yes;Yes;No;No internet service;Yes;Yes;Month-to-month;No;Electronic check;44,41;352,45;No
3445-['R' 'N' 'U' 'S' 'Y'];Female;0;No;Yes;54;Yes;No;Fiber optic;No internet service;Yes;No;No internet service;Yes;No;Month-to-month;No;Bank transfer (automatic);44,19;2395,4;Yes
7343-['F' 'F' 'Q' 'U' 'N'];Female;1;No;No;50;No;No phone service;DSL;No internet service;No internet service;Yes;Yes;No;Yes;One year;No;Bank transfer (automatic);34,78;1732,3;No
3935-['R' 'M' 'E' 'R' 'S'];Female;0;Yes;Yes;30;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;88,8;2660,43;Yes
8025-['J' 'Y' 'F' 'B' 'M'];Female;0;Yes;Yes;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;35,04;644,48;Yes
9708-['R' 'L' 'K' 'U' 'Y'];Male;0;No;No;66;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;79,17;5229,05;No
6365-['W' 'U' 'J' 'W' 'L'];Female;0;No;Yes;25;Yes;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;23,44;581,11;Yes
5983-['P' 'C' 'R' 'O' 'S'];Female;1;No;No;31;Yes;Yes;DSL;Yes;Yes;No internet service;Yes;Yes;No internet service;Two year;Yes;Bank transfer (automatic);62,26;1934,96;Yes
9465-['I' 'R' 'K' 'V' 'P'];Male;0;No;Yes;5;Yes;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);56,92;298,02;No
1850-['Y' 'L' 'Z' 'I' 'A'];Female;0;No;No;24;Yes;No;Fiber optic;No;No;No;Yes;No;No;Two year;Yes;Electronic check;91,06;2186,65;No
6423-['H' 'Y' 'N' 'Q' 'H'];Female;0;Yes;Yes;16;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;No;One year;No;Mailed check;107,63;1721,96;No
3590-['K' 'M' 'V' 'X' 'O'];Female;0;No;Yes;39;No;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;60,47;2342,65;No
7773-['X' 'N' 'K' 'I' 'S'];Male;0;Yes;No;51;Yes;Yes;DSL;No;No;No internet service;No;No;No;Two year;Yes;Bank transfer (automatic);83,82;4280,51;No
1327-['S' 'L' 'P' 'P' 'P'];Female;1;Yes;Yes;54;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Mailed check;70,89;3809,65;No
8718-['K' 'B' 'G' 'R' 'A'];Female;0;No;No;51;Yes;No phone service;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);117,68;5992,12;No
9540-['D' 'I' 'B' 'K' 'C'];Male;0;No;No;36;Yes;Yes;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);47,95;1724,52;No
7826-['H' 'E' 'J' 'J' 'T'];Female;0;No;No;53;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);108,78;5756,27;No
6234-['H' 'E' 'U' 'N' 'M'];Female;0;Yes;No;47;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Electronic check;35,97;1694,36;No
6157-['L' 'U' 'M' 'A' 'V'];Female;0;Yes;No;48;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;81,05;3900,66;Yes
9837-['L' 'B' 'Q' 'P' 'P'];Female;1;No;Yes;15;No;No phone service;DSL;Yes;Yes;No;Yes;No;No internet service;Month-to-month;Yes;Bank transfer (automatic);50,34;749,37;Yes
2140-['W' 'Y' 'G' 'L' 'B'];Male;0;No;No;15;Yes;No;Fiber optic;Yes;No;Yes;No;No;No;Two year;Yes;Bank transfer (automatic);106,15;1602,03;Yes
9507-['F' 'R' 'A' 'W' 'Y'];Male;0;Yes;No;47;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;No;Electronic check;73,98;3481,24;No
1250-['I' 'R' 'N' 'K' 'T'];Male;1;No;No;45;Yes;No;Fiber optic;No internet service;No internet service;No;No;No internet service;Yes;Month-to-month;No;Mailed check;49,53;2209,9;No
9545-['A' 'L' 'P' 'D' 'E'];Male;0;Yes;No;62;Yes;Yes;DSL;No;No;Yes;No;No internet service;No internet service;One year;Yes;Electronic check;31,27;1935,48;No
7617-['V' 'Y' 'T' 'L' 'S'];Female;0;Yes;No;68;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;No;Two year;Yes;Electronic check;108,36;7361,66;Yes
2513-['O' 'M' 'L' 'X' 'X'];Male;0;No;No;24;Yes;Yes;DSL;No;No;No;Yes;No;No;One year;No;Credit card (automatic);74,51;1792,2;No
3838-['U' 'Y' 'V' 'J' 'K'];Male;0;No;No;67;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;42,92;2877,84;No
4664-['K' 'H' 'X' 'B' 'D'];Female;1;No;Yes;18;Yes;No;Fiber optic;No internet service;No;No;Yes;No;No;Two year;No;Mailed check;53,79;961,8;No
7666-['S' 'G' 'I' 'R' 'G'];Female;0;Yes;No;69;Yes;Yes;DSL;No;No;No;Yes;Yes;No;One year;Yes;Mailed check;84,64;5867,67;Yes
8697-['Z' 'W' 'Y' 'V' 'P'];Female;1;No;Yes;42;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Electronic check;100,57;4214,82;No
5573-['A' 'S' 'J' 'B' 'T'];Male;0;Yes;No;28;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);92,46;2602,97;Yes
4236-['Z' 'C' 'K' 'Z' 'A'];Male;0;Yes;No;34;Yes;Yes;DSL;Yes;No;No internet service;No;No;No;One year;Yes;Credit card (automatic);50,31;1711,45;No
9240-['W' 'H' 'J' 'P' 'A'];Male;0;No;No;56;Yes;No phone service;DSL;Yes;No;No;Yes;Yes;Yes;Two year;No;Mailed check;109,85;6152,7;Yes
8998-['A' 'F' 'O' 'P' 'J'];Female;0;No;No;53;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);53,41;2826,68;No
8179-['J' 'V' 'C' 'H' 'Z'];Female;0;Yes;No;44;Yes;Yes;Fiber optic;No;Yes;No;No internet service;No;Yes;Month-to-month;Yes;Electronic check;54,48;2419,62;Yes
6619-['G' 'X' 'O' 'W' 'D'];Female;0;No;Yes;63;Yes;Yes;Fiber optic;No internet service;No internet service;No;Yes;Yes;Yes;Two year;Yes;Electronic check;115,75;7287,09;No
2487-['A' 'D' 'L' 'T' 'S'];Male;0;Yes;No;40;Yes;No phone service;Fiber optic;Yes;Yes;No internet service;No;No;Yes;One year;Yes;Mailed check;95,53;3818,99;No
7022-['L' 'W' 'C' 'Y' 'Z'];Male;0;No;Yes;72;Yes;No;DSL;Yes;Yes;No;Yes;No internet service;No;Month-to-month;No;Mailed check;80,51;5803,74;Yes
3946-['R' 'M' 'X' 'F' 'X'];Male;0;No;No;23;Yes;Yes;Fiber optic;No;Yes;Yes;No internet service;No;Yes;Month-to-month;Yes;Mailed check;103,93;2374,19;No
3097-['Q' 'U' 'Z' 'U' 'B'];Male;0;No;No;0;Yes;Yes;Fiber optic;No;No;No internet service;No;No;No;Two year;Yes;Mailed check;54,99;0,68;No
2279-['S' 'H' 'D' 'M' 'F'];Male;0;No;Yes;56;Yes;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;45,57;2567,69;Yes
1093-['F' 'F' 'E' 'X' 'M'];Female;0;No;No;48;Yes;Yes;DSL;No;No internet service;No;No;No;No;Month-to-month;Yes;Mailed check;71,56;3417,8;Yes
6594-['I' 'U' 'R' 'S' 'M'];Female;0;Yes;Yes;11;Yes;Yes;Fiber optic;Yes;No;No;Yes;No;No;One year;Yes;Bank transfer (automatic);49,81;555,31;No
8131-['W' 'M' 'Q' 'G' 'Q'];Male;0;Yes;No;13;Yes;No;Fiber optic;No;No;No;Yes;Yes;No;Two year;Yes;Mailed check;93,11;1220,65;No
1898-['W' 'X' 'P' 'Q' 'E'];Male;0;No;No;10;No;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);80,5;805,69;No
5327-['G' 'C' 'T' 'V' 'L'];Female;0;No;No;26;No;No phone service;Fiber optic;No;Yes;No internet service;No;No;Yes;One year;Yes;Bank transfer (automatic);89,59;2329,06;No
2405-['X' 'E' 'T' 'I' 'F'];Female;0;Yes;No;33;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;93,52;3092,98;No
5505-['D' 'G' 'P' 'K' 'Q'];Male;1;No;Yes;0;Yes;No phone service;DSL;No;Yes;No;Yes;No;Yes;Two year;Yes;Electronic check;75,07;0;Yes
8993-['B' 'Y' 'A' 'D' 'Z'];Male;0;Yes;No;3;Yes;Yes;DSL;Yes;No;No;No;No;No;One year;Yes;Bank transfer (automatic);72,31;213,98;No
1576-['K' 'E' 'H' 'X' 'T'];Male;0;No;No;69;Yes;No;DSL;No;No internet service;Yes;Yes;Yes;No;Two year;Yes;Credit card (automatic);91,11;6284,48;Yes
8648-['H' 'E' 'T' 'F' 'U'];Male;0;No;Yes;3;Yes;No;DSL;No;No;Yes;No;No;Yes;Two year;Yes;Electronic check;119,28;358,9;Yes
6841-['U' 'F' 'H' 'Q' 'S'];Female;0;No;No;39;Yes;No;DSL;No;No internet service;No;No;No;No;Month-to-month;Yes;Electronic check;84,43;3274,64;No
9673-['C' 'Q' 'F' 'F' 'Z'];Male;1;No;Yes;11;Yes;No phone service;DSL;Yes;No internet service;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);109,98;1218,01;No
9508-['Q' 'K' 'T' 'Z' 'Y'];Male;0;No;No;72;Yes;Yes;Fiber optic;Yes;No internet service;No internet service;Yes;No;No;One year;Yes;Credit card (automatic);26,84;1930,71;No
7764-['A' 'A' 'D' 'A' 'F'];Female;0;Yes;No;4;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);37,22;143,86;Yes
9055-['H' 'B' 'N' 'G' 'A'];Female;0;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);111,48;8020,34;No
7206-['H' 'V' 'R' 'M' 'U'];Female;0;No;No;43;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);115,03;4953,72;No
2169-['Y' 'R' 'T' 'D' 'X'];Male;0;No;No;9;Yes;No;DSL;Yes;Yes;Yes;No internet service;Yes;No;Month-to-month;Yes;Bank transfer (automatic);78,02;710,28;Yes
8226-['J' 'R' 'T' 'A' 'B'];Female;0;Yes;No;57;Yes;Yes;DSL;No;No internet service;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);64,41;3673,51;Yes
6471-['U' 'V' 'W' 'K' 'I'];Male;1;Yes;No;18;Yes;Yes;DSL;Yes;No internet service;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);50,86;912,77;No
2596-['V' 'R' 'U' 'Y' 'K'];Female;0;No;Yes;23;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;82,29;1896,34;No
6186-['R' 'X' 'O' 'P' 'R'];Female;0;No;No;63;Yes;Yes;Fiber optic;Yes;No internet service;Yes;Yes;No internet service;No;One year;No;Credit card (automatic);38,38;2406,28;Yes
9686-['K' 'H' 'T' 'R' 'G'];Male;0;No;No;25;Yes;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;21,4;551,09;Yes
9605-['D' 'I' 'L' 'P' 'W'];Female;0;Yes;No;41;Yes;Yes;DSL;No;Yes;No internet service;Yes;Yes;No;Month-to-month;No;Bank transfer (automatic);35,05;1411,23;Yes
4931-['K' 'V' 'H' 'X' 'O'];Female;1;Yes;Yes;45;Yes;Yes;Fiber optic;No;No internet service;No;No internet service;No;No;Two year;No;Credit card (automatic);103,4;4672,4;No
8347-['L' 'R' 'I' 'Z' 'W'];Female;0;Yes;No;4;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;95,5;387,52;No
9058-['Y' 'J' 'D' 'U' 'K'];Male;1;No;No;26;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);95,19;2465,1;Yes
6317-['K' 'J' 'P' 'B' 'T'];Female;0;No;No;2;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;112,3;201,76;No
5575-['Z' 'I' 'S' 'C' 'Y'];Female;0;Yes;No;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);42,13;458,38;Yes
1507-['M' 'D' 'L' 'X' 'T'];Male;0;No;Yes;66;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;81,95;5424,96;No
7520-['N' 'N' 'D' 'K' 'S'];Male;1;Yes;Yes;23;Yes;No phone service;DSL;No;No;Yes;Yes;No;Yes;Month-to-month;No;Mailed check;67,11;1540,39;No
3793-['R' 'M' 'I' 'I' 'K'];Female;0;No;No;57;Yes;No;DSL;No internet service;No internet service;No;No;Yes;Yes;One year;Yes;Electronic check;23,69;1337,36;No
4063-['W' 'I' 'Q' 'X' 'P'];Male;0;No;No;6;Yes;No phone service;Fiber optic;No;Yes;No;No;Yes;No;Two year;No;Mailed check;103,86;632,46;No
1186-['M' 'Q' 'E' 'A' 'A'];Female;0;No;Yes;52;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);67,07;3479,84;No
9967-['J' 'F' 'U' 'P' 'B'];Male;1;Yes;Yes;52;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);91,89;4760,69;No
8025-['O' 'R' 'P' 'S' 'K'];Male;0;No;No;15;Yes;No;DSL;No;Yes;Yes;No;No;Yes;Month-to-month;No;Electronic check;114,97;1716,32;Yes
1152-['L' 'U' 'Q' 'J' 'W'];Female;1;No;No;35;Yes;Yes;Fiber optic;No;Yes;No;No;No;No internet service;Month-to-month;No;Credit card (automatic);99,1;3462,59;No
3568-['U' 'N' 'K' 'G' 'F'];Female;0;No;No;13;Yes;Yes;Fiber optic;No;No;Yes;No;No internet service;Yes;Month-to-month;No;Mailed check;53,41;708,29;Yes
7969-['A' 'C' 'L' 'P' 'W'];Male;0;Yes;No;24;No;No phone service;Fiber optic;Yes;Yes;No;No;No;No;One year;No;Electronic check;34,28;850,07;No
4535-['O' 'E' 'S' 'M' 'W'];Male;0;No;Yes;5;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;85,44;448,63;No
1625-['E' 'L' 'F' 'T' 'M'];Male;0;Yes;No;41;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;64,82;2658,47;Yes
5388-['Q' 'S' 'B' 'I' 'Z'];Male;0;Yes;No;8;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;49,54;412,26;No
5232-['B' 'I' 'J' 'U' 'D'];Male;0;No;Yes;55;Yes;No;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;42,58;2319,98;No
8248-['X' 'P' 'D' 'Z' 'W'];Male;1;Yes;No;63;Yes;No;DSL;No;No;No internet service;No internet service;Yes;No internet service;Two year;No;Mailed check;65,19;4114,49;No
4063-['I' 'D' 'T' 'Q' 'R'];Female;0;No;Yes;47;Yes;No phone service;DSL;No;No;No;Yes;No;Yes;Month-to-month;No;Electronic check;66,25;3123,09;Yes
4191-['Z' 'X' 'D' 'Z' 'A'];Male;0;Yes;No;2;Yes;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);58,92;116,02;No
7620-['P' 'A' 'Q' 'R' 'E'];Male;0;Yes;No;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;36,08;814,89;Yes
8160-['J' 'U' 'T' 'U' 'M'];Female;0;Yes;No;57;Yes;No;DSL;Yes;No;No internet service;Yes;No;No;Month-to-month;No;Bank transfer (automatic);26,29;1497,65;No
3948-['C' 'W' 'X' 'Z' 'R'];Male;0;No;No;70;Yes;No phone service;Fiber optic;No;No;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);76,98;5403,52;No
7169-['H' 'Z' 'D' 'L' 'E'];Female;0;Yes;No;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);68,54;3887,91;No
4486-['D' 'I' 'D' 'S' 'E'];Female;0;No;No;44;No;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);60,12;2642,76;No
1933-['Z' 'U' 'R' 'Y' 'O'];Female;1;Yes;No;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);20,62;1174,38;Yes
7171-['F' 'Z' 'J' 'H' 'P'];Male;0;Yes;No;30;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;One year;Yes;Electronic check;27,36;836,74;Yes
